Name,category_first,category_2nd,category_3rd,category_4th,category_5th,category_6th,first_purchased_short_code,second_purchased_short_code,third_purchased_short_code,fourth_purchased_short_code,fifth_purchased_short_code,sixth_purchased_short_code,first_purchased_sku,second_purchased_sku,third_purchased_sku,fourth_purchased_sku,fifth_purchased_sku,sixth_purchased_sku,first_order_date,second_order_date,third_order_date,fourth_order_date,fifth_order_date,sixth_order_date,days_between_1st_and_2nd,days_between_2nd_and_3rd,days_between_3rd_and_4th,days_between_4th_and_5th,days_between_5th_and_6th,city,Month-Year,Month Number ,Journey Depth,Is Repeat Buyer? 
140841,Face Malai,,,,,,"Flax Walnut (Cold) 35+ Face Malai, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-CWDM-FW-030, FC-DM-NR-030",,,,,,"Jan 10, 2025",,,,,,,,,,,Hyderabad,2025-01,1,1,0
140868,Face Malai,,,,,,"Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai, Flax Carrot (Hot Humid) 35+ Face Malai - 50g",,,,,,"FC-HHDM-TV-030, FC-HHDM-FC-050",,,,,,"Jun 21, 2025",,,,,,,,,,,Nagaon,2025-06,6,1,0
141029,Active Gel,Face Malai,Active Gel,Face Malai,Active Gel,Active Gel,Active Neem TeaTree Gel,Clove Tea-Tree (Anti-Acne) Face Malai,Active Neem TeaTree Gel,Clove Tea-Tree (Anti-Acne) Face Malai,Active Neem TeaTree Gel,Active Neem TeaTree Gel,FC-AC-NT-050,FC-DM-AA-030,FC-AC-NT-050,FC-DM-AA-030,FC-AC-NT-050,FC-AC-NT-050,"Jan 1, 2024","Feb 13, 2024","Apr 14, 2024","Apr 15, 2024","Jul 28, 2024","Sep 2, 2024",43,61,1,104,36,Pali,2024-01,1,6,1
141911,Face Malai,Face Malai,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,FC-DM-AA-030,FC-DM-AA-030,,,,,"Jan 6, 2024","Feb 8, 2024",,,,,33,,,,,Kolkata,2024-01,1,2,1
142020,Face Malai,Aloe Vera Gel,,,,,"Flax Carrot (Hot Humid) 35+ Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",Aloe Vera Gel - 40 gms,,,,,"FC-DM-NR-030, FC-HHDM-FC-030",FC-HG-PA-040,,,,,"May 28, 2024","Jul 25, 2024",,,,,58,,,,,Bengaluru,2024-05,5,2,1
142041,Face Malai,Active Gel,Face Malai,Face Malai,Active Gel,,"Cocoa Mogra (Overnight) Face Malai - 30g, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",Active Orange Kiwi Vit-C Gel,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Active Beetroot Tomato Vit-A Gel,,"FC-DM-PG-030, FC-DM-NR-030",FC-AC-OK-050,FC-DM-PG-030,FC-DM-PG-030,FC-AC-BT-050,,"Jan 20, 2025","May 28, 2025","Jun 14, 2025","Dec 1, 2025","May 6, 2026",,128,17,170,156,,Gurgaon,2025-01,1,5,1
143237,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 25, 2024",,,,,,,,,,,Hyderabad,2024-02,2,1,0
143277,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jan 17, 2025",,,,,,,,,,,Bidar,2025-01,1,1,0
143282,Face Malai,,,,,,"Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g, Flax Carrot (Hot Humid) 35+ Face Malai - 50g",,,,,,"FC-HDDM-FB-050, FC-HHDM-FC-050",,,,,,"Aug 13, 2025",,,,,,,,,,,Jaipur,2025-08,8,1,0
143364,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jan 16, 2024",,,,,,,,,,,Hyderabad,2024-01,1,1,0
144152,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Jan 12, 2024",,,,,,,,,,,New Delhi,2024-01,1,1,0
144606,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 29, 2024",,,,,,,,,,,Baruipur,2024-06,6,1,0
145165,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Aug 2, 2025",,,,,,,,,,,Jaipur,2025-08,8,1,0
145169,"Active Gel, Aloe Vera Gel, Face Malai",Face Malai,,,,,"Aloe Vera Gel - 40 gms, Active Orange Kiwi Vit-C Gel, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g",Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,"FC-HG-PA-040, FC-DM-PG-030, FC-AC-OK-050",FC-HHDM-TV-030,,,,,"May 5, 2024","Aug 20, 2024",,,,,107,,,,,Chengalpattu,2024-05,5,2,1
145586,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 5, 2024",,,,,,,,,,,Ahmedabad,2024-03,3,1,0
145659,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Jan 27, 2025",,,,,,,,,,,Bengaluru,2025-01,1,1,0
145727,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Aug 6, 2024",,,,,,,,,,,Tambaram,2024-08,8,1,0
146492,Active Gel,,,,,,Active Neem TeaTree Gel,,,,,,FC-AC-NT-050,,,,,,"Apr 23, 2024",,,,,,,,,,,New Delhi,2024-04,4,1,0
147054,"Active Gel, Face Malai","Active Gel, Face Malai",Active Gel,,,,"Active Orange Kiwi Vit-C Gel, Turmeric Nutmeg (Pigmentation)  Face Malai - 30g","Clove Tea-Tree (Anti-Acne) Face Malai, Active Beetroot Tomato Vit-A Gel",Active Neem TeaTree Gel,,,,"FC-DM-PG-030, FC-AC-OK-050","FC-DM-AA-030, FC-AC-BT-050",FC-AC-NT-050,,,,"Mar 31, 2024","Sep 6, 2024","Jan 3, 2025",,,,159,119,,,,Palghar,2024-03,3,3,1
147435,"Active Gel, Face Malai",,,,,,"Turmeric Nutmeg (Pigmentation)  Face Malai - 30g, Active Orange Kiwi Vit-C Gel",,,,,,"FC-DM-PG-030, FC-AC-OK-050",,,,,,"Jun 16, 2024",,,,,,,,,,,Mumbai,2024-06,6,1,0
147899,"Active Gel, Aloe Vera Gel",Active Gel,Face Malai,,,,"Aloe Vera Gel - 40 gms, Active Olive Vit-E Night Gel",Active Olive Vit-E Night Gel,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,,,,"FC-HG-PA-040, FC-AC-OV-050",FC-AC-OV-050,FC-HHDM-FC-050,,,,"Apr 11, 2024","May 2, 2025","Jun 11, 2025",,,,386,40,,,,Goa,2024-04,4,3,1
148201,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Dec 20, 2024",,,,,,,,,,,Mumbai,2024-12,12,1,0
148226,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Dec 2, 2024",,,,,,,,,,,New Delhi,2024-12,12,1,0
148298,Face Malai,Face Malai,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,FC-DM-PG-030,FC-DM-PG-030,,,,,"May 22, 2025","Mar 19, 2026",,,,,301,,,,,Mumbai,2025-05,5,2,1
148996,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 9, 2024",,,,,,,,,,,Hyderabad,2024-02,2,1,0
149356,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jul 30, 2025",,,,,,,,,,,Mumbai,2025-07,7,1,0
149362,Face Malai,,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,,FC-HDDM-TR-030,,,,,,"Apr 1, 2025",,,,,,,,,,,Mumbai,2025-04,4,1,0
149889,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Dec 15, 2025",,,,,,,,,,,NA,2025-12,12,1,0
150850,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 18, 2024",,,,,,,,,,,Bengaluru,2024-03,3,1,0
151435,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Oct 13, 2024",,,,,,,,,,,Visakhapatnam,2024-10,10,1,0
152290,Face Malai,,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,,,,,,FC-HHDM-TV-030,,,,,,"Mar 18, 2025",,,,,,,,,,,Nainital,2025-03,3,1,0
153737,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jul 4, 2026",,,,,,,,,,,Mumbai,2026-07,7,1,0
154446,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Oct 25, 2024",,,,,,,,,,,NA,2024-10,10,1,0
154588,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Mar 7, 2024",,,,,,,,,,,Pune,2024-03,3,1,0
154707,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Mar 17, 2025",,,,,,,,,,,New Delhi,2025-03,3,1,0
155007,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jun 21, 2024",,,,,,,,,,,Hyderabad,2024-06,6,1,0
155727,Face Malai,Face Malai,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,FC-HDDM-FB-030,FC-HHDM-FC-030,,,,,"Apr 12, 2025","May 13, 2025",,,,,31,,,,,New Delhi,2025-04,4,2,1
155854,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Jun 9, 2025",,,,,,,,,,,Jaipur,2025-06,6,1,0
155937,Aloe Vera Gel,Active Gel,,,,,Aloe Vera Gel - 40 gms,Active Beetroot Tomato Vit-A Gel,,,,,FC-HG-PA-040,FC-AC-BT-050,,,,,"Dec 20, 2024","Dec 24, 2024",,,,,4,,,,,Mumbai,2024-12,12,2,1
156448,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"Apr 18, 2024",,,,,,,,,,,Gurgaon,2024-04,4,1,0
156533,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jul 16, 2024",,,,,,,,,,,Bengaluru,2024-07,7,1,0
156692,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Mar 10, 2026",,,,,,,,,,,Bengaluru,2026-03,3,1,0
156821,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 13, 2024",,,,,,,,,,,Mumbai,2024-01,1,1,0
157387,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 18, 2024",,,,,,,,,,,Bengaluru,2024-04,4,1,0
157530,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Apr 5, 2024",,,,,,,,,,,Gurgaon,2024-04,4,1,0
157592,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 18, 2026",,,,,,,,,,,Bengaluru,2026-05,5,1,0
158127,Active Gel,,,,,,Active Aloe Cactus Hydra Lift Gel,,,,,,FC-AC-AC-050,,,,,,"Apr 15, 2024",,,,,,,,,,,Mumbai,2024-04,4,1,0
158498,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 1, 2024",,,,,,,,,,,Dehradun,2024-03,3,1,0
158859,Face Malai,Active Gel,Face Malai,Face Malai,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,"Active Aloe Cactus Hydra Lift Gel, Active Olive Vit-E Night Gel",Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g,"Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",,,FC-HDDM-TR-030,"FC-AC-AC-050, FC-AC-OV-050",FC-HDDM-TR-050,"FC-HDDM-TR-030, FC-DM-NR-030",,,"Mar 4, 2025","Jun 26, 2025","Jan 26, 2026","May 6, 2026",,,114,214,100,,,Bengaluru,2025-03,3,4,1
159229,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jul 1, 2026",,,,,,,,,,,Nainital,2026-07,7,1,0
159294,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,,,,,,FC-DM-PG-050,,,,,,"Jul 22, 2024",,,,,,,,,,,Mumbai,2024-07,7,1,0
160153,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Oct 29, 2025",,,,,,,,,,,Secunderabad,2025-10,10,1,0
160741,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Aug 18, 2025",,,,,,,,,,,Bengaluru,2025-08,8,1,0
162095,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Feb 24, 2026",,,,,,,,,,,Mumbai,2026-02,2,1,0
162259,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Dec 3, 2024",,,,,,,,,,,Kolkata,2024-12,12,1,0
162323,Face Malai,,,,,,"Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g, Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g",,,,,,"FC-HDDM-FB-030, FC-HDDM-TR-030, FC-DM-NR-030",,,,,,"Sep 21, 2025",,,,,,,,,,,Gandhinagar,2025-09,9,1,0
163073,Face Malai,Face Malai,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,,,,,FC-DM-DP-030,FC-DM-DP-030,,,,,"Dec 30, 2025","Jan 3, 2026",,,,,4,,,,,Hyderabad,2025-12,12,2,1
163421,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Oct 27, 2024",,,,,,,,,,,Gurgaon,2024-10,10,1,0
163585,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jul 27, 2025",,,,,,,,,,,Tambaram,2025-07,7,1,0
163722,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 80 gms, Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g",,,,,,"FC-HDDM-FB-050, FC-HG-PA-080",,,,,,"Mar 28, 2026",,,,,,,,,,,Gurgaon,2026-03,3,1,0
164043,Face Malai,,,,,,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,,,,,,FC-HHDM-GAT-030,,,,,,"Jan 7, 2024",,,,,,,,,,,Saharanpur,2024-01,1,1,0
164500,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,,,,,,FC-HDDM-FB-050,,,,,,"Mar 7, 2025",,,,,,,,,,,Gurgaon,2025-03,3,1,0
164628,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 50g,,,,,,FC-DM-NR-050,,,,,,"Jul 31, 2024",,,,,,,,,,,Rewa,2024-07,7,1,0
164713,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"May 8, 2025",,,,,,,,,,,Pune,2025-05,5,1,0
164888,Active Gel,Active Gel,,,,,Active Beetroot Tomato Vit-A Gel,Active Orange Kiwi Vit-C Gel,,,,,FC-AC-BT-050,FC-AC-OK-050,,,,,"Feb 21, 2026","May 7, 2026",,,,,75,,,,,Bengaluru,2026-02,2,2,1
164982,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Dec 19, 2024",,,,,,,,,,,Ghaziabad,2024-12,12,1,0
165060,"Active Gel, Face Malai",,,,,,"Clove Tea-Tree (Anti-Acne) Face Malai, Active Neem TeaTree Gel",,,,,,"FC-DM-AA-030, FC-AC-NT-050",,,,,,"May 21, 2024",,,,,,,,,,,Hyderabad,2024-05,5,1,0
165192,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Oct 10, 2024",,,,,,,,,,,New Delhi,2024-10,10,1,0
165942,Face Malai,Face Malai,Active Gel,Active Gel,,,Cocoa Mogra (Overnight) Face Malai - 30g,Cocoa Mogra (Overnight) Face Malai - 30g,Active Orange Kiwi Vit-C Gel,Active Orange Kiwi Vit-C Gel,,,FC-DM-NR-030,FC-DM-NR-030,FC-AC-OK-050,FC-AC-OK-050,,,"Jul 14, 2024","Jul 22, 2024","Apr 18, 2025","Jul 3, 2026",,,8,270,441,,,Palghar,2024-07,7,4,1
166505,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,,,,,,FC-DM-PG-050,,,,,,"Jun 11, 2024",,,,,,,,,,,Surguja,2024-06,6,1,0
166695,"Aloe Vera Gel, Face Malai",,,,,,"Aloe Vera Gel - 40 gms, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-HG-PA-040, FC-DM-NR-030",,,,,,"Jul 6, 2024",,,,,,,,,,,Quilon,2024-07,7,1,0
166939,Face Malai,,,,,,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,,FC-CWDM-TP-030,,,,,,"Jan 2, 2024",,,,,,,,,,,Chennai,2024-01,1,1,0
167311,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"May 14, 2024",,,,,,,,,,,Tambaram,2024-05,5,1,0
167395,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Jan 14, 2024",,,,,,,,,,,Thane,2024-01,1,1,0
167517,Face Malai,,,,,,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,,FC-HDDM-TR-030,,,,,,"Mar 10, 2024",,,,,,,,,,,Indore,2024-03,3,1,0
167697,Face Malai,,,,,,Winter Blackseed Tulsi (Cold) 13 - 19 Yrs Face Malai,,,,,,FC-CWDM-BT-030,,,,,,"Feb 18, 2024",,,,,,,,,,,Bengaluru,2024-02,2,1,0
167811,Face Malai,,,,,,"Turmeric Nutmeg (Pigmentation)  Face Malai - 50g , Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 50g",,,,,,"FC-DM-PG-050, FC-HDDM-TR-050",,,,,,"May 11, 2026",,,,,,,,,,,Patna,2026-05,5,1,0
168069,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Apr 10, 2025",,,,,,,,,,,Thane,2025-04,4,1,0
169200,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Jan 23, 2024",,,,,,,,,,,Gurgaon,2024-01,1,1,0
169259,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Feb 5, 2024",,,,,,,,,,,Saharanpur,2024-02,2,1,0
169270,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Mar 25, 2024",,,,,,,,,,,Gautam Buddha Nagar,2024-03,3,1,0
169476,Face Malai,,,,,,Clove Tea-Tree (Anti-Acne) Face Malai,,,,,,FC-DM-AA-030,,,,,,"Jun 6, 2024",,,,,,,,,,,Ahmedabad,2024-06,6,1,0
169843,Aloe Vera Gel,Aloe Vera Gel,,,,,Aloe Vera Gel - 40 gms,Aloe Vera Gel - 80 gms,,,,,FC-HG-PA-040,FC-HG-PA-080,,,,,"May 4, 2024","Aug 19, 2025",,,,,472,,,,,Alwaye,2024-05,5,2,1
170196,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 29, 2024",,,,,,,,,,,Thane,2024-03,3,1,0
170217,"Active Gel, Aloe Vera Gel",,,,,,"Aloe Vera Gel - 40 gms, Active Olive Vit-E Night Gel",,,,,,"FC-HG-PA-040, FC-AC-OV-050",,,,,,"Sep 27, 2024",,,,,,,,,,,Khandwa,2024-09,9,1,0
170666,Active Gel,,,,,,"Active Neem TeaTree Gel, Active Beetroot Tomato Vit-A Gel",,,,,,"FC-AC-BT-050, FC-AC-NT-050",,,,,,"Aug 14, 2024",,,,,,,,,,,Ernakulam,2024-08,8,1,0
170689,Face Malai,,,,,,"Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai, GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai",,,,,,"FC-HDDM-PT-030, FC-HHDM-GAT-030",,,,,,"Apr 28, 2025",,,,,,,,,,,Gautam Buddha Nagar,2025-04,4,1,0
171192,Face Malai,,,,,,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,,,,,,FC-HDDM-FB-030,,,,,,"May 31, 2024",,,,,,,,,,,Gautam Buddha Nagar,2024-05,5,1,0
171353,Active Gel,Face Malai,,,,,Active Neem TeaTree Gel,Tomato Patchouli (Cold) 20 - 35 Yrs Face Malai,,,,,FC-AC-NT-050,FC-CWDM-TP-030,,,,,"May 21, 2025","Oct 29, 2025",,,,,161,,,,,Gautam Buddha Nagar,2025-05,5,2,1
172313,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,,FC-DM-NR-030,,,,,,"Aug 13, 2025",,,,,,,,,,,Goa,2025-08,8,1,0
172467,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 50g,,,,,,FC-HHDM-FC-050,,,,,,"Jul 15, 2024",,,,,,,,,,,Kolkata,2024-07,7,1,0
173036,Active Gel,Face Malai,,,,,Active Beetroot Tomato Vit-A Gel,Cocoa Mogra (Overnight) Face Malai - 50g,,,,,FC-AC-BT-050,FC-DM-NR-050,,,,,"Jul 27, 2024","Oct 8, 2024",,,,,73,,,,,Koraput,2024-07,7,2,1
173346,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Nov 17, 2024",,,,,,,,,,,Mumbai,2024-11,11,1,0
173695,Face Malai,Face Malai,,,,,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Cocoa Mogra (Overnight) Face Malai - 30g,,,,,FC-HHDM-TV-030,FC-DM-NR-030,,,,,"Sep 9, 2024","Sep 15, 2024",,,,,6,,,,,Tirupattur,2024-09,9,2,1
174011,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Oct 4, 2025",,,,,,,,,,,Surat,2025-10,10,1,0
174500,Face Malai,,,,,,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,,,,,,FC-HHDM-FC-030,,,,,,"Jun 17, 2025",,,,,,,,,,,Guwahati,2025-06,6,1,0
174645,Face Malai,Face Malai,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 50g,Tomato Rosehip (Hot Dry) 20 - 35 Yrs Face Malai - 30g,,,,,FC-DM-PG-050,FC-HDDM-TR-030,,,,,"Jun 27, 2024","May 30, 2025",,,,,337,,,,,Mumbai,2024-06,6,2,1
174841,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Dec 6, 2025",,,,,,,,,,,Mumbai,2025-12,12,1,0
174993,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Apr 10, 2024",,,,,,,,,,,Bengaluru,2024-04,4,1,0
175920,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Feb 17, 2026",,,,,,,,,,,Kolkata,2026-02,2,1,0
176028,Aloe Vera Gel,,,,,,Aloe Vera Gel - 80 gms,,,,,,FC-HG-PA-080,,,,,,"Mar 22, 2025",,,,,,,,,,,Satara,2025-03,3,1,0
176195,Face Malai,Face Malai,,,,,Honey Multi-Nut (Dry & Peeling Skin) Face Malai,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,,,,,FC-DM-DP-030,FC-HHDM-TV-050,,,,,"Nov 10, 2025","Apr 20, 2026",,,,,161,,,,,Nagpur,2025-11,11,2,1
176221,Face Malai,,,,,,Turmeric Nutmeg (Pigmentation)  Face Malai - 30g,,,,,,FC-DM-PG-030,,,,,,"Jul 27, 2024",,,,,,,,,,,Pune,2024-07,7,1,0
176558,Aloe Vera Gel,Aloe Vera Gel,,,,,Aloe Vera Gel - 80 gms,Aloe Vera Gel - 80 gms,,,,,FC-HG-PA-080,FC-HG-PA-080,,,,,"Feb 25, 2025","Mar 13, 2025",,,,,16,,,,,New Delhi,2025-02,2,2,1
176581,Face Malai,,,,,,"Flax Carrot (Hot Humid) 35+ Face Malai - 30g, Cocoa Mogra (Overnight) Face Malai - 30g",,,,,,"FC-DM-NR-030, FC-HHDM-FC-030",,,,,,"Oct 28, 2024",,,,,,,,,,,Mumbai,2024-10,10,1,0
177302,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Feb 6, 2024",,,,,,,,,,,Goa,2024-02,2,1,0
178002,Face Malai,,,,,,Flax Walnut (Cold) 35+ Face Malai,,,,,,FC-CWDM-FW-030,,,,,,"Jan 2, 2024",,,,,,,,,,,Guwahati,2024-01,1,1,0
178056,Active Gel,,,,,,Active Aloe Cactus Hydra Lift Gel,,,,,,FC-AC-AC-050,,,,,,"Dec 14, 2024",,,,,,,,,,,Belagavi,2024-12,12,1,0
178246,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Mar 17, 2024",,,,,,,,,,,Bengaluru,2024-03,3,1,0
178396,Face Malai,,,,,,Cocoa Mogra (Overnight) Face Malai - 50g,,,,,,FC-DM-NR-050,,,,,,"Jun 5, 2024",,,,,,,,,,,Hyderabad,2024-06,6,1,0
178416,Aloe Vera Gel,,,,,,Aloe Vera Gel - 40 gms,,,,,,FC-HG-PA-040,,,,,,"Feb 12, 2024",,,,,,,,,,,Agra,2024-02,2,1,0
178578,Active Gel,,,,,,Active Orange Kiwi Vit-C Gel,,,,,,FC-AC-OK-050,,,,,,"Apr 10, 2025",,,,,,,,,,,Ghaziabad,2025-04,4,1,0
