order_date,sku,order_source,short_code,product_category,orders,customers,qty,rev
"Aug 9, 2026",HR-SHO-MR-100,Pop Club,Men's Revital Summer Hair Oil - 100 ml,Summer Hair Oil,3,3,3,1107
"Aug 9, 2026",AC-KNC-DT-00,Meesho,Neem Comb - Dual Tooth,Comb,22,22,22,3720.04
"Aug 9, 2026",FC-FW-PBCR-100,Flipkart,Bitter Milk Tikta Cream Face Wash,Tikta,1,1,1,189
"Aug 9, 2026",AC-SDL-LO-00,Nykaa,Loofah - Single Pack,Loofah,80,80,198,21219.54
"Aug 9, 2026",HR-SHO-NB-200,D2C,Neem Bhringraj Summer Hair Oil - 200 ml,Summer Hair Oil,7,7,20,3380
"Aug 9, 2026",BA-BU-GG-080,Myntra,Grain & Gram Baby Ubtan - 80g,Baby Ubtan,2,2,2,470
"Aug 9, 2026",LP-LM-BR-012,Cred,Beetroot Rose Lip Mura - Beginner,Lip Mura,1,1,1,176.6
"Aug 9, 2026",BC-BL-AS-250,D2C,Aloe Saunf Malai Lotion,Malai Lotion,17,17,17,3879
"Aug 9, 2026",FC-EM-NML-025,D2C,Neem Marigold Mura - Single Pack,Mura,10,10,21,1198.4
"Aug 9, 2026",FC-FL-GU-100,Flipkart,Pure Gulab Jal - Single Pack,Flora Jal,3,2,8,1144
"Aug 9, 2026",BC-BU-MR-080,Myntra,Masoor Bath Ubtan - Single Pack,Bath,1,1,2,396
"Aug 9, 2026",HR-AHO-OA-100,D2C,Olive Almond Vit-E All Season Hair Oil - 100 ml,All Season Hair Oil,19,19,20,4830.85
"Aug 9, 2026",AC-KNC-WTSS-00,Amazon,Neem Comb - Shampoo Small,Comb,3,3,3,475.65
"Aug 9, 2026",BC-CP-JO-030,Nykaa,Jojoba Oil - 30 ml,CP Face Oil,23,23,24,6619.13
"Aug 9, 2026",AC-KNC-WTSS-00,Flipkart Fulfilled,Neem Comb - Shampoo Small,Comb,3,3,3,339
"Aug 9, 2026",FC-ML-TRH-015,Nykaa,Turmeric Rosehip Mukhalaya 15 ml,Facial Oil,13,13,13,4167.31
"Aug 9, 2026",FC-KL-CN-040,Nykaa,Chandan Nagakesar Lepa - Pack of 1,Lepa,10,10,12,2837.7
"Aug 9, 2026",LP-LB-BC-010,Pop Club,Beetroot Crush Lip Butter,Lip Butter,1,1,1,217.95
"Aug 9, 2026",BC-BL-MNS-250,Nykaa,Multi-Nut Malai Lotion,Malai Lotion,2,2,2,736
"Aug 9, 2026",HR-CN-CC-150,Flipkart,Curry Cider Conditioner - 150g,Nutri Conditioner,2,2,2,337
"Aug 9, 2026",BC-CP-SE-200,Cred,Sesame Oil - 200 ml,CP Body Oil,2,2,2,298
"Aug 9, 2026",HR-HO-TL-100,Flipkart,Crushed Tri-Leaf Winter Hair Oil - 100 ml,Winter Hair Oil,2,2,2,438
"Aug 9, 2026",LP-LM-BR-012,Pop Club,Beetroot Rose Lip Mura - Beginner,Lip Mura,1,1,1,200.05
"Aug 9, 2026",BC-HM-LMG-030,Cred,Lemon Moringa Hand Malai - Single Pack,Hand Malai,1,1,1,99
"Aug 9, 2026",FC-HP-AHP-125,D2C,Amla Herbal Powder - 125g,Herbal Powder,28,28,28,5528.06
"Aug 9, 2026",FC-DM-NR-050,Flipkart,Cocoa Mogra (Overnight) Face Malai - 50g ,Face Malai,1,1,2,391
"Aug 9, 2026",BC-CP-CA-200,Pop Club,Castor Oil - 200 ml,CP Hair Oil,2,2,2,538
"Aug 9, 2026",BC-CPS-NLHL-125,Cred,Lavender Soap - Single Pack,Soap,21,20,42,2970.6
"Aug 9, 2026",FC-FW-MDPA-100,Myntra,Masoor Dal Tikta Face Wash,Tikta,7,7,7,1745
"Aug 9, 2026",BC-CPS-NB-125,Nykaa,Neem Basil Soap - Single Pack,Soap,6,6,7,1243.27
"Aug 9, 2026",AC-KNC-WTSS-00,Meesho,Neem Comb - Shampoo Small,Comb,4,4,4,549
"Aug 9, 2026",HR-HIP-IP-500,Amazon,HUFA Pigment Indigo Powder - 500g,Indigo Powder,2,2,2,2765.92
"Aug 9, 2026",HR-SHO-MR-200,Cred,Men's Revital Summer Hair Oil - 200 ml,Summer Hair Oil,1,1,2,399
"Aug 9, 2026",FC-ML-PMJ-015,D2C,Patchouli Manjistha Mukhalaya 15 ml,Facial Oil,9,9,9,2344.2
"Aug 9, 2026",BC-HM-BVE-030,D2C,Berry Vanilla Hand Malai - Single Pack,Hand Malai,30,30,32,4318.21
"Aug 9, 2026",AC-KNC-WT-00,Myntra,Neem Comb - Wide Tooth,Comb,1,1,1,195
"Aug 9, 2026",BC-HM-PWR-030,Cred,Pumpkin Walnut Hand Malai - Single Pack,Hand Malai,1,1,1,109
"Aug 9, 2026",HR-SHO-TL-200,D2C,Crushed Tri-Leaf Summer Hair Oil - 200 ml,Summer Hair Oil,39,39,88,15741.55
"Aug 9, 2026",HR-HIP-IP-85,Flipkart,HUFA Pigment Indigo Powder - 85g,Indigo Powder,20,20,20,3721.56
"Aug 9, 2026",HR-NJ-RJ-200,Meesho,Rosemary Jal - 200ml,Nourishing Jal,1,1,1,219.56
"Aug 9, 2026",BA-SHO-BM-110,D2C,Brahmi Summer Baby Scalp Oil - 110 ml,Baby Scalp Oil,24,24,25,7342.81
"Aug 9, 2026",HR-HO-CS-100,Myntra,Curry Sesame Winter Hair Oil - 100 ml,Winter Hair Oil,2,2,2,634
"Aug 9, 2026",HR-SH-TR-250,Nykaa,Trileaf Rosemary Shampoo - 250g,Navdha Shampoo,40,40,40,13769.84
"Aug 9, 2026",FC-ML-CMG-015,Nykaa,Clove Marigold Mukhalaya 15 ml,Facial Oil,1,1,2,612
"Aug 9, 2026",EC-UE-PN-009,Flipkart,Netraa - Under Eye Roll On Serum,Pure Netraa,1,1,1,220
"Aug 9, 2026",HR-HE-RA-250,Jio Mart,Henna Paste - Pack of 1,Henna,2,2,4,614
"Aug 9, 2026",FC-ML-TRH-030,Nykaa,Turmeric Rosehip Mukhalaya 30 ml,Facial Oil,24,24,48,11304.82
"Aug 9, 2026",HR-HB-AG-025,Myntra,Argan Grapeseed Hair Balm,Hair Balm,11,11,11,3269.44
"Aug 9, 2026",BA-WHO-BM-110,Amazon,Brahmi Winter Baby Scalp Oil - 110 ml,Baby Scalp Oil,23,23,23,7993.65
"Aug 9, 2026",BA-PBO-OL-200,D2C,Pure Olive Baby Oil  - 200 ml,Pure Baby Oil,1,1,2,276.5
"Aug 9, 2026",HR-SHO-CS-100,Nykaa,Curry Sesame Summer Hair Oil - 100 ml,Summer Hair Oil,12,12,12,3800.7
"Aug 9, 2026",BA-BU-CMA-080,Amazon,Charoli Milk Almond Baby Ubtan - 80g,Baby Ubtan,2,2,2,495.6
"Aug 9, 2026",HR-SHO-HA-200,Myntra,Hibiscus Amla Summer Hair Oil - 200 ml,Summer Hair Oil,7,6,14,3804
"Aug 9, 2026",FC-KL-FM-040,Amazon,Flaxseed Manjistha Lepa - Pack of 1,Lepa,6,6,7,1528.8
"Aug 9, 2026",FT-FS-LU-050,Pop Club,Lavender Unwind Foot Salt - Single Pack,Foot Salt,1,1,2,199
"Aug 9, 2026",AC-KNC-FTP-00,Flipkart,Neem Comb - Pocket (Pack of 1),Comb,2,2,2,145.71
"Aug 9, 2026",HR-HIP-IP-170,Nykaa,HUFA Pigment Indigo Powder - 170g,Indigo Powder,13,13,14,6277.32
"Aug 9, 2026",HR-HE-RA-250,Amazon,Henna Paste - Pack of 1,Henna,1002,990,2215,376062.21
"Aug 9, 2026",AC-KNC-FTSL-00,First Cry,Neem Comb - Styling Large,Comb,2,2,2,352.5
"Aug 9, 2026",LP-LM-BR-020,Nykaa,Beetroot Rose Lip Mura - Regular,Lip Mura,1,1,2,331.54
"Aug 9, 2026",BC-CP-CA-200,Flipkart Fulfilled,Castor Oil - 200 ml,CP Hair Oil,5,5,5,941
"Aug 9, 2026",FC-HHDM-TV-030,Flipkart,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai,Face Malai,2,2,2,416
"Aug 9, 2026",FC-HDDM-PT-030,D2C,Pomegranate Tulsi (Hot Dry) 13 - 19 Yrs Face Malai,Face Malai,3,3,4,763.69
"Aug 9, 2026",FC-KL-NA-040,Flipkart,Neem Ajwain Lepa - Pack of 1,Lepa,2,2,3,388.73
"Aug 9, 2026",HR-SH-HB-650,Nykaa,Hibiscus Shampoo - 650 ml,Navdha Shampoo,5,5,5,4044.46
"Aug 9, 2026",HR-SH-ON-250,Myntra,Onion Shampoo- 250ml,Navdha Shampoo,3,2,3,842
"Aug 9, 2026",FC-FL-GU-100,Myntra,Pure Gulab Jal - Single Pack,Flora Jal,12,12,15,3021
"Aug 9, 2026",AC-KNC-DT-00,Amazon,Neem Comb - Dual Tooth,Comb,15,15,15,2819.21
"Aug 9, 2026",HR-NJ-HJ-200,Snapdeal,Hibiscus Jal - 200ml,Nourishing Jal,1,1,1,241
"Aug 9, 2026",BA-FM-MNO-075,Nykaa,Baby Face Malai Multi-Nut Oats Vit-E,Baby Face Malai,2,2,3,936
"Aug 9, 2026",BA-WMA-BS-200,Amazon,Winter Baby Maahu (Balamool Sunthi) - 200 ml,Baby Maahu,2,2,4,1253.7
"Aug 9, 2026",BC-HM-TRL-030,Cred,Tucuma Rose Hand Malai - Single Pack,Hand Malai,1,1,1,99
"Aug 9, 2026",HR-SH-TR-250,Flipkart,Trileaf Rosemary Shampoo - 250g,Navdha Shampoo,23,23,40,7287.7
"Aug 9, 2026",HR-HE-RA-250,First Cry,Henna Paste - Pack of 1,Henna,27,25,69,7554.78
"Aug 9, 2026",HR-AHO-HA-100,Amazon,Hibiscus Amla All Season Hair Oil - 100 ml,All Season Hair Oil,23,23,23,7245
"Aug 9, 2026",BC-SM-CID-120,Flipkart Fulfilled,Double Cocoa Skin Malai - 120 ml - Single Pack,Malai,2,2,2,514
"Aug 9, 2026",BC-BL-RFR-250,Flipkart Fulfilled,Fig Rose Malai Lotion,Malai Lotion,5,5,5,1390
"Aug 9, 2026",HR-SHO-NB-200,Amazon,Neem Bhringraj Summer Hair Oil - 200 ml,Summer Hair Oil,5,5,10,2441.25
"Aug 9, 2026",HR-NM-CM-040,Cred,Curry Mustard NutriMask - Single Pack,Nutrimask,77,67,77,7623
"Aug 9, 2026",BC-CP-NE-200,Nykaa,Neem Oil - 200 ml,CP Hair Oil,3,3,3,1050
"Aug 9, 2026",BC-MA-GM-100,D2C,Ginger Maricha Maahu - 100 ml,Maahu,3,3,3,601.2
"Aug 9, 2026",HR-SHO-CS-100,Flipkart,Curry Sesame Summer Hair Oil - 100 ml,Summer Hair Oil,1,1,1,177
"Aug 9, 2026",FC-HG-PA-080,Pop Club,Aloe Vera Gel - 80 gms,Aloe Vera Gel,3,3,3,417
"Aug 9, 2026",FC-FW-BNGL-100,First Cry,Bitter Neem Tikta Gel Face Wash,Tikta,1,1,2,335
"Aug 9, 2026",HR-CN-HB-150,Meesho,Five Oil Hibiscus Conditioner - 150g,Nutri Conditioner,6,6,6,1698.12
"Aug 9, 2026",BA-WHO-BM-110,D2C,Brahmi Winter Baby Scalp Oil - 110 ml,Baby Scalp Oil,13,13,13,3619.38
"Aug 9, 2026",HR-HB-AG-025,First Cry,Argan Grapeseed Hair Balm,Hair Balm,2,2,2,598.6
"Aug 9, 2026",AC-KNC-FTP-00,Amazon,Neem Comb - Pocket (Pack of 1),Comb,4,4,6,728.74
"Aug 9, 2026",BC-PO-AL-50,D2C,Pure Almond (Badam) Oil - 50ml,Pure Oil,6,6,6,1121.5
"Aug 9, 2026",BC-CPS-EO-125,First Cry,Orange Soap - Single Pack,Soap,2,2,6,651
"Aug 9, 2026",BA-BP-SC-150,Amazon,Shwet Chandan Baby Powder,Baby Powder,15,15,16,3458.72
"Aug 9, 2026",BC-CPS-EO-125,Nykaa,Orange Soap - Single Pack,Soap,5,5,6,1042.82
"Aug 9, 2026",HR-HO-HA-100,D2C,Hibiscus Amla Winter Hair Oil - 100 ml,Winter Hair Oil,11,11,13,3247.42
"Aug 9, 2026",BC-CPS-NLHL-125,First Cry,Lavender Soap - Single Pack,Soap,4,4,12,1017.12
"Aug 9, 2026",FC-EM-HS-025,D2C,Honey Sunflower Mura - Single Pack,Mura,6,6,14,846.97
"Aug 9, 2026",FC-DU-SO-040,Amazon,Sweet Orange Ubtan - Single Pack,Ubtan,10,10,20,2268
"Aug 9, 2026",FC-HDDM-FB-050,D2C,Flax Bakuchi (Hot Dry) 35+ Face Malai - 50g,Face Malai,5,5,10,1216.8
"Aug 9, 2026",FC-FW-BUPA-100,Cred,Ubtan Tikta Face Wash,Tikta,97,89,194,19303
"Aug 9, 2026",HR-HE-RT-060,First Cry,Henna Touch-Up Paste - Single Pack,Henna,1,1,2,103.18
"Aug 9, 2026",FC-KL-GK-040,Flipkart,Gulab Khus Lepa - Pack of 1,Lepa,1,1,2,304
"Aug 9, 2026",BC-EO-EU-015,D2C,Eucalyptus Essential Oil - 15ml,Essential Oil,3,3,4,871.75
"Aug 9, 2026",FT-PFU-TO-040,D2C,Tamarind Oats Foot Ubtan - Single Pack,Foot Ubtan,2,1,2,89.62
"Aug 9, 2026",FC-EM-UJ-025,D2C,Urad Jojoba Mura - Single Pack,Mura,9,9,14,859.2
"Aug 9, 2026",FC-KL-TK-040,Meesho,Tamarind Kasturi Lepa - Pack of 1,Lepa,1,1,1,195
"Aug 9, 2026",FC-FL-MO-100,D2C,Pure Mogra Jal - Single Pack,Flora Jal,15,15,19,2672.93
"Aug 9, 2026",FC-HDDM-FB-030,Amazon,Flax Bakuchi (Hot Dry) 35+ Face Malai - 30g,Face Malai,4,4,4,1339.8
"Aug 9, 2026",FC-KL-TK-040,Flipkart,Tamarind Kasturi Lepa - Pack of 1,Lepa,7,7,8,1104
"Aug 9, 2026",BC-BL-CID-250,D2C,Double Cocoa Malai Lotion,Malai Lotion,16,15,18,5044.91
"Aug 9, 2026",FC-FW-KMPA-100,Myntra,Kali Mitti Face Wash,Tikta,4,4,4,872
"Aug 9, 2026",FC-HG-PA-080,D2C,Aloe Vera Gel - 80 gms,Aloe Vera Gel,90,89,124,17962.91
"Aug 9, 2026",AC-KNC-WTSS-00,Flipkart,Neem Comb - Shampoo Small,Comb,2,2,2,218
"Aug 9, 2026",HR-NM-TL-040,Snapdeal,Crushed Tri-Leaf NutriMask - Single Pack,Nutrimask,1,1,2,174
"Aug 9, 2026",HR-HE-RA-250,Snapdeal,Henna Paste - Pack of 1,Henna,6,6,15,1534.59
"Aug 9, 2026",AC-KNC-DNWT-03,Myntra,Neem Comb Combo Dual + Wide + Fine,Comb,3,3,3,1488
"Aug 9, 2026",HR-NJ-RJ-200,Myntra,Rosemary Jal - 200ml,Nourishing Jal,2,2,4,1141
"Aug 9, 2026",BC-EO-SO-015,D2C,Sweet Orange Essential Oil - 15 ml,Essential Oil,2,2,2,467.5
"Aug 9, 2026",EC-UE-PN-009,Nykaa,Netraa - Under Eye Roll On Serum,Pure Netraa,15,15,15,4611.87
"Aug 9, 2026",FC-FW-RCGL-100,D2C,Roasted Chicory Tikta Gel Face Wash,Tikta,22,22,25,3810.98
"Aug 9, 2026",FC-FW-MVGL-100,D2C,Moringa Vit-C Tikta Gel Face Wash,Tikta,67,67,88,15600.44
"Aug 9, 2026",FK-HR-SH-TR-100,Meesho,Trileaf Rosemary Shampoo 100ml - Flipkart,Navdha Shampoo,50,50,76,9324
"Aug 9, 2026",FC-HHDM-GAT-030,D2C,GreenApple Tulsi (Hot Humid) 13 - 19 Yrs Face Malai,Face Malai,4,4,4,874
"Aug 9, 2026",HR-HB-AG-025,Meesho,Argan Grapeseed Hair Balm,Hair Balm,2,2,2,526
"Aug 9, 2026",HR-NJ-HJ-200,Cred,Hibiscus Jal - 200ml,Nourishing Jal,12,12,12,1608
"Aug 9, 2026",FC-FW-MVCR-100,Myntra,Moringa Vit-C Tikta Cream Face Wash,Tikta,4,4,4,965
"Aug 9, 2026",HR-NJ-MJ-200,Nykaa,Methi Jal - 200ml,Nourishing Jal,9,9,9,2945.71
"Aug 9, 2026",FC-ML-STR-015,Nykaa,Saffron Tuberose Mukhalaya 15 ml,Facial Oil,3,3,4,1331.15
"Aug 9, 2026",HR-NM-MR-040,Amazon,Men's 8 Herbs Hair Revital NutriMask - Single Pack,Nutrimask,6,6,14,1845.9
"Aug 9, 2026",AC-KNC-DWT-02,D2C,Neem Comb Combo Dual + Wide,Comb,2,2,2,432.4
"Aug 9, 2026",AC-PFR-PS-00,Myntra,Pumice Rub - Single Pack,Pumice Rub,1,1,1,165
"Aug 9, 2026",AC-KNC-FTSL-00,D2C,Neem Comb - Styling Large,Comb,4,4,4,481.75
"Aug 9, 2026",FC-FW-BNGL-100,D2C,Bitter Neem Tikta Gel Face Wash,Tikta,104,104,132,26057.16
"Aug 9, 2026",FC-HHDM-TV-050,Flipkart,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,5,5,5,1425
"Aug 9, 2026",BC-CP-SE-200,Flipkart Fulfilled,Sesame Oil - 200 ml,CP Body Oil,1,1,1,162
"Aug 9, 2026",FK-HR-SH-ON-300,Flipkart,Onion Shampoo 300ml - Flipkart,Navdha Shampoo,1,1,1,264.8
"Aug 9, 2026",BC-CPS-HL-020,D2C,Cold Pressed Himalayan Lavender Soap - 20g - Brand starter,Starter Sample,83,83,111,2775
"Aug 9, 2026",HR-CN-HB-150,Flipkart,Five Oil Hibiscus Conditioner - 150g,Nutri Conditioner,69,66,72,10774.35
"Aug 9, 2026",BC-EO-PE-015,Nykaa,Peppermint Essential Oil - 15 ml,Essential Oil,6,6,8,2223.63
"Aug 9, 2026",BC-CPS-NB-125,Flipkart Fulfilled,Neem Basil Soap - Single Pack,Soap,1,1,1,118
"Aug 9, 2026",FC-FW-MVGL-100,Flipkart Fulfilled,Moringa Vit-C Tikta Gel Face Wash,Tikta,2,2,2,370
"Aug 9, 2026",BA-PBO-VCO-100,Nykaa,Pure Virgin Coconut Baby Oil - 100 ml,Pure Baby Oil,12,12,13,3410.59
"Aug 9, 2026",BA-SMA-BN-100,Amazon,Summer Baby Maahu (Balamool Nimbuka) - 100 ml,Baby Maahu,1,1,1,347.55
"Aug 9, 2026",HR-NJ-RJ-200,Cred,Rosemary Jal - 200ml,Nourishing Jal,14,13,28,3486
"Aug 9, 2026",HR-NJ-MJ-200,First Cry,Methi Jal - 200ml,Nourishing Jal,2,2,2,448
"Aug 9, 2026",FC-KL-TK-040,Cred,Tamarind Kasturi Lepa - Pack of 1,Lepa,1,1,2,199
"Aug 9, 2026",FC-FW-MVGL-100,Myntra,Moringa Vit-C Tikta Gel Face Wash,Tikta,1,1,3,624
"Aug 9, 2026",BC-PO-OL-200,Nykaa,Pure Olive Oil - 200ml,Pure Oil,3,3,3,1024.95
"Aug 9, 2026",AC-KNC-FTSS-00,Pop Club,Neem Comb - Styling Small,Comb,1,1,1,199
"Aug 9, 2026",BC-CPS-NLHL3-125,Amazon,Himalayan Lavender Soap 125g - Pack of 3,Soap,1,1,1,440.14
"Aug 9, 2026",FC-FW-BUPA-100,Flipkart Fulfilled,Ubtan Tikta Face Wash,Tikta,16,16,17,3451
"Aug 9, 2026",AC-KNC-NT-00,D2C,Neem Comb - Fine Tooth,Comb,7,7,8,991.48
"Aug 9, 2026",BA-PBO-VCO-100,Flipkart,Pure Virgin Coconut Baby Oil - 100 ml,Pure Baby Oil,1,1,1,137
"Aug 9, 2026",BA-BP-SC-150,Nykaa,Shwet Chandan Baby Powder,Baby Powder,13,13,16,3404.54
"Aug 9, 2026",BC-CP-CO-200,Nykaa,Coconut Oil - 200 ml,CP Hair Oil,2,2,2,681.33
"Aug 9, 2026",HR-SH-NB-250,Meesho,Neem Beracyl Dandruff Shampoo - 250g,Navdha Shampoo,2,2,2,940
"Aug 9, 2026",HR-SH-TR-650,First Cry,Trileaf Rosemary Shampoo - 650 ml,Navdha Shampoo,3,3,3,1426.8
"Aug 9, 2026",HR-SHO-CS-200,Amazon,Curry Sesame Summer Hair Oil - 200 ml,Summer Hair Oil,3,3,6,1612.8
"Aug 9, 2026",AC-KNC-WT-00,Pop Club,Neem Comb - Wide Tooth,Comb,2,2,2,418
"Aug 9, 2026",FC-CM-CKM-010,Nykaa,Classical Kumkumadi Mukhalaya 10 ml,Facial Oil,3,3,3,3276
"Aug 9, 2026",BA-BM-TC-120,Myntra,Baby Malai Tender Coconut,Baby Body Malai,1,1,1,402
"Aug 9, 2026",HR-NM-HB-040,Cred,Five Oil Hibiscus NutriMask - Single Pack,Nutrimask,24,22,57,2826
"Aug 9, 2026",LP-LB-PR-010,D2C,Pomegranate Rose Lip Butter,Lip Butter,33,32,36,6314.81
"Aug 9, 2026",BA-BP-RH-150,Amazon,Raw Haldi Baby Powder,Baby Powder,13,13,15,3240.32
"Aug 9, 2026",HR-CN-CB-150,Flipkart,Castor Black Seed Conditioner - 150g,Nutri Conditioner,1,1,1,179.39
"Aug 9, 2026",AC-KNC-WT-00,Nykaa,Neem Comb - Wide Tooth,Comb,33,33,34,6578.79
"Aug 9, 2026",FC-FW-BNGL-100,Flipkart,Bitter Neem Tikta Gel Face Wash,Tikta,23,23,28,5185.51
"Aug 9, 2026",LP-LM-BR-012,First Cry,Beetroot Rose Lip Mura - Beginner,Lip Mura,1,1,1,151.5
"Aug 9, 2026",HR-SH-TR-650,D2C,Trileaf Rosemary Shampoo - 650 ml,Navdha Shampoo,45,45,51,30403.67
"Aug 9, 2026",BA-PBO-VCO-100,Myntra,Pure Virgin Coconut Baby Oil - 100 ml,Pure Baby Oil,1,1,1,224
"Aug 9, 2026",FC-ML-TRH-030,D2C,Turmeric Rosehip Mukhalaya 30 ml,Facial Oil,27,26,54,9727.45
"Aug 9, 2026",BC-CP-JO-030,Myntra,Jojoba Oil - 30 ml,CP Face Oil,1,1,1,279
"Aug 9, 2026",HR-AHO-CC-200,Amazon,Castor Coconut All Season Hair Oil - 200 ml,All Season Hair Oil,5,5,5,2619.75
"Aug 9, 2026",BA-BML-TC-200,Flipkart,Baby Malai Lotion Tender Coconut,Baby Malai Lotion,1,1,1,229
"Aug 9, 2026",BC-CP-AR-030,D2C,Argan Oil - 30 ml,CP Hair Oil,5,5,5,1778.87
"Aug 9, 2026",LP-LM-ZO-012,Amazon,Zesty Orange Lip Mura - Beginner,Lip Mura,2,2,3,642.6
"Aug 9, 2026",HR-CN-CB-150,Nykaa,Castor Black Seed Conditioner - 150g,Nutri Conditioner,1,1,1,282.83
"Aug 9, 2026",AC-KNC-FTP-00,Nykaa,Neem Comb - Pocket (Pack of 1),Comb,3,3,3,336.44
"Aug 9, 2026",FC-DU-DR-040,Myntra,Delicate Rose Ubtan - Single Pack,Ubtan,2,2,4,466
"Aug 9, 2026",AC-SDL-LO-00,Jio Mart,Loofah - Single Pack,Loofah,1,1,9,747
"Aug 9, 2026",BA-BP-SC-150,Meesho,Shwet Chandan Baby Powder,Baby Powder,4,4,4,757
"Aug 9, 2026",BC-CP-AL-050,Myntra,Almond Oil - 50 ml,CP Hair Oil,2,2,2,694
"Aug 9, 2026",FC-HHDM-TV-050,Amazon,Tomato Vetiver (Hot Humid) 20 - 35 Yrs Face Malai - 50g,Face Malai,3,3,4,1576.48
"Aug 9, 2026",BC-EO-TU-015,Nykaa,Turmeric Essential Oil - 15ml,Essential Oil,1,1,1,386
"Aug 9, 2026",BC-CPS-NLHL-125,D2C,Lavender Soap - Single Pack,Soap,133,131,390,37155.41
"Aug 9, 2026",HR-HE-RT-060,Nykaa,Henna Touch-Up Paste - Single Pack,Henna,62,62,128,10894.44
"Aug 9, 2026",BA-PBO-AL-200,Flipkart,Pure Almond Baby Oil - 200 ml,Pure Baby Oil,1,1,2,638
"Aug 9, 2026",HR-SH-NB-250,Flipkart,Neem Beracyl Dandruff Shampoo - 250g,Navdha Shampoo,21,18,21,5964
"Aug 9, 2026",BA-PBO-VCO-200,Amazon,Pure Virgin Coconut Baby Oil - 200 ml,Pure Baby Oil,4,4,12,2904.3
"Aug 9, 2026",LP-LB-PR-010,Amazon,Pomegranate Rose Lip Butter,Lip Butter,1,1,2,497.7
"Aug 9, 2026",BC-HM-4BM-030,Amazon,4 Butter Hand Malai - Single Pack,Hand Malai,5,5,5,1081.5
"Aug 9, 2026",BA-BML-TC-200,D2C,Baby Malai Lotion Tender Coconut,Baby Malai Lotion,15,15,16,4482.44
"Aug 9, 2026",HR-PHO-SB-050,Amazon,Post-Henna Stain Boost Oil ,Post-Henna Oil,42,42,43,7005.9
"Aug 9, 2026",BC-CPS-EO-125,D2C,Orange Soap - Single Pack,Soap,89,87,142,19284.26
"Aug 9, 2026",AC-KNC-FTSL-00,Flipkart,Neem Comb - Styling Large,Comb,1,1,1,138
"Aug 9, 2026",HR-CN-NG-150,D2C,Neem Green Tea Conditioner 150ml,Nutri Conditioner,55,52,58,12149.36
"Aug 9, 2026",BC-MA-TA-100,D2C,Tulsi Ashwagandha Maahu - 100 ml,Maahu,1,1,1,229.45
"Aug 9, 2026",BC-EO-RM-030,Flipkart,Rosemary Essential Oil - 30 ml,Essential Oil,1,1,1,388
"Aug 9, 2026",FC-FL-LA-100,Cred,Pure Lavender Jal - Single Pack,Flora Jal,1,1,1,149.5
"Aug 9, 2026",BA-WHO-BM-110,First Cry,Brahmi Winter Baby Scalp Oil - 110 ml,Baby Scalp Oil,1,1,1,361.05
"Aug 9, 2026",FC-FW-BU-020,D2C,Brightening Ubtan Tikta 20g - Brand starter,Starter Sample,38,38,44,1980
"Aug 9, 2026",HR-HIP-IP-85,Nykaa,HUFA Pigment Indigo Powder - 85g,Indigo Powder,52,52,54,14438.5
"Aug 9, 2026",HR-HIP-IP-85,Myntra,HUFA Pigment Indigo Powder - 85g,Indigo Powder,13,13,14,3682.7
"Aug 9, 2026",AC-SDL-LO-00,Amazon,Loofah - Single Pack,Loofah,21,21,44,4874.1
"Aug 9, 2026",FC-EM-PC-025,Nykaa,Pumpkin Clay Mura - Single Pack,Mura,2,2,4,368
"Aug 9, 2026",FC-AC-NT-050,Meesho,Active Neem TeaTree Gel,Active Gel,1,1,1,324
"Aug 9, 2026",FC-FW-MVGL-100,Amazon,Moringa Vit-C Tikta Gel Face Wash,Tikta,1,1,1,250.16
"Aug 9, 2026",FC-ML-STR-015,D2C,Saffron Tuberose Mukhalaya 15 ml,Facial Oil,13,13,20,4074.45
"Aug 9, 2026",HR-CN-CC-060,Cred,Curry Cider Conditioner 60ml,Nutri Conditioner,2,2,2,196.7
"Aug 9, 2026",HR-NM-HB-040,Nykaa,Five Oil Hibiscus NutriMask - Single Pack,Nutrimask,25,25,70,7996.03
"Aug 9, 2026",FC-FW-BUPA-100,D2C,Ubtan Tikta Face Wash,Tikta,368,365,507,98614.71
"Aug 9, 2026",HR-SH-AP-250,Flipkart,Aloe Peanut Shampoo - 250g,Navdha Shampoo,5,5,9,1702.94
"Aug 9, 2026",HR-CN-TR-150,Nykaa,Trileaf Rosemary Conditioner - 150g,Nutri Conditioner,17,17,17,4834.05
"Aug 9, 2026",AC-KNC-WT-00,Maccaron,Neem Comb - Wide Tooth,Comb,1,1,1,235
"Aug 9, 2026",AC-KNC-WT-00,Snapdeal,Neem Comb - Wide Tooth,Comb,1,1,1,144
"Aug 9, 2026",FC-HHDM-FC-030,D2C,Flax Carrot (Hot Humid) 35+ Face Malai - 30g,Face Malai,12,12,12,2849.26
"Aug 9, 2026",HR-CN-CB-150,Myntra,Castor Black Seed Conditioner - 150g,Nutri Conditioner,1,1,1,284.03
"Aug 9, 2026",FC-AC-OK-050,Flipkart,Active Orange Kiwi Vit-C Gel,Active Gel,2,2,3,799
"Aug 9, 2026",LP-LB-BC-010,Nykaa,Beetroot Crush Lip Butter,Lip Butter,24,24,25,6821.59
