id,created_at,customer_id,product_category,product_variant,age,skin_type,hair_type,NPS Score For Brand,NPS Score For Product,Brand Customer Migrated From,What do you like about Nat Habit,What do you not like about Nat Habit,Like Product,Not like Product
245711,"Aug 2, 2025, 15:03",3780148,Mura,Cinnamon Nashpati Mura - Pack of 3,23,Combination,Curly / Wavy hair|Dry & Damaged,8,6,Nat Habit is my first!,,,Made of only natural good quality ingredients,"Do not like pouch packaging|Quantity of product is less|Does not suit my skin- causes redness, irritation or breakouts|Dries out my skin"
276060,"Aug 28, 2025, 17:18",2311305,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,30,Oily,Straight hair,10,10,Loreal,,,Made of natural good quality ingredients and ayurvedic preparation |SLS Free and Silicone Free|Does not dry out hair like other natural shampoos|Good smell and texture,Scalp does not feel clean post wash|Low foam
275112,"Aug 28, 2025, 17:17",4738985,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g - Pack of 2,38,Sensitive,Curly / Wavy hair,10,10,Mamaearth,,,Hair feels soft and shiny post wash|Made of natural good quality ingredients and ayurvedic preparation |Effectively solves my hair concerns|SLS Free and Silicone Free|Does not dry out hair like other natural shampoos,No complaints- love the product!
274981,"Aug 28, 2025, 17:17",1681310,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,63,Dry,Coloured|Dry scalp & Frizzy hair,10,10,Himalaya,,,Hair feels soft and shiny post wash|Effectively solves my hair concerns,No complaints- love the product!
274299,"Aug 27, 2025, 16:17",1475743,Navdha Shampoo,"Trileaf Rosemary Shampoo - 250g, Five Oil Hibiscus Shampoo - 250g",33,Combination,Curly / Wavy hair|Dry & Damaged|Dry scalp & Frizzy hair,10,10,Bare Anatomy,,,Made of natural good quality ingredients and ayurvedic preparation |SLS Free and Silicone Free|Does not dry out hair like other natural shampoos|Good foam|Good smell and texture,No complaints- love the product!
273853,"Aug 27, 2025, 16:16",1712970,Navdha Shampoo,Curry Cider Shampoo - 250g,39,Dry,Dry scalp & Frizzy hair,10,10,Wow,,,Hair feels soft and shiny post wash|Good smell and texture|Made of natural good quality ingredients and ayurvedic preparation |Effectively solves my hair concerns,No complaints- love the product!
273755,"Aug 27, 2025, 16:16",4752511,Navdha Shampoo,"Five Oil Hibiscus Shampoo - 250g, Trileaf Rosemary Shampoo - 250g",48,Oily,Dry & Damaged,9,10,Nat Habit is my first!,,,Made of natural good quality ingredients and ayurvedic preparation,No complaints- love the product!
273690,"Aug 27, 2025, 16:16",4355961,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g - Pack of 2,41,Oily,Oily scalp|Normal,8,10,Biotique,,,Made of natural good quality ingredients and ayurvedic preparation |Hair feels soft and shiny post wash|SLS Free and Silicone Free|Does not dry out hair like other natural shampoos|Good foam|Good smell and texture,No complaints- love the product!
273413,"Aug 27, 2025, 16:16",4119275,Navdha Shampoo,"Trileaf Rosemary Shampoo - 250g, Trileaf Rosemary Shampoo - 250g - Pack of 2",38,Normal,Oily scalp,10,10,Ayuthveda,,,Made of natural good quality ingredients and ayurvedic preparation,No complaints- love the product!
273126,"Aug 27, 2025, 16:15",4615823,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,44,Normal,Curly / Wavy hair,10,10,Nat Habit is my first!,,,Effectively solves my hair concerns,Low foam
272664,"Aug 25, 2025, 16:20",4124701,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,53,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair,10,10,Mamaearth,,,Effectively solves my hair concerns|Made of natural good quality ingredients and ayurvedic preparation |Does not dry out hair like other natural shampoos|Hair feels soft and shiny post wash,No complaints- love the product!
267769,"Aug 22, 2025, 13:41",3470112,Navdha Shampoo,Curry Cider Shampoo - 250g,35,Combination,Curly / Wavy hair|Oily scalp|Wavy normal hair,10,10,Tresseme,,,Made of natural good quality ingredients and ayurvedic preparation |Good smell and texture|Good foam|Does not dry out hair like other natural shampoos,"Dries out hair post wash|Personally I felt little dryness after shampoo, but if we use conditioner it resolves dryness"
261003,"Aug 18, 2025, 18:41",1212032,Navdha Shampoo,"Five Oil Hibiscus Shampoo - 250g, Aloe Peanut Shampoo - 250g",35,Combination,Dry scalp & Frizzy hair|Curly / Wavy hair,10,10,Loreal,,,SLS Free and Silicone Free|Effectively solves my hair concerns,No complaints- love the product!
248885,"Aug 6, 2025, 12:35",4646655,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,25,Sensitive,Curly / Wavy hair,10,10,Tresseme,,,Made of natural good quality ingredients and ayurvedic preparation |Hair feels soft and shiny post wash|Good smell and texture,No complaints- love the product!
247807,"Aug 4, 2025, 17:05",4637264,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,22,Oily,Dry scalp & Frizzy hair,10,10,Mamaearth,,,Made of natural good quality ingredients and ayurvedic preparation |SLS Free and Silicone Free|Good smell and texture,Not effective for hair concern|No complaints- love the product!
247582,"Aug 4, 2025, 17:05",4471644,Navdha Shampoo,"Curry Cider Shampoo - 250g, Five Oil Hibiscus Shampoo - 250g",42,Sensitive,Normal|Curly / Wavy hair,10,10,Forest essentials,,,Does not dry out hair like other natural shampoos|Good smell and texture,No complaints- love the product!
247562,"Aug 4, 2025, 17:05",2665649,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,42,Combination,Curly / Wavy hair,10,10,Loreal,,,Hair feels soft and shiny post wash|Does not dry out hair like other natural shampoos|Good smell and texture,No complaints- love the product!
275217,"Aug 28, 2025, 17:17",4758096,Navdha Shampoo,"Five Oil Hibiscus Shampoo - 250g, Castor Blackseed Shampoo - 250g",26,Oily,Dry scalp & Frizzy hair|Oily scalp,10,9,Loreal,,,SLS Free and Silicone Free|Good smell and texture|Made of natural good quality ingredients and ayurvedic preparation |Hair feels soft and shiny post wash|Effectively solves my hair concerns|Does not dry out hair like other natural shampoos,Low foam|No complaints- love the product!
273908,"Aug 27, 2025, 16:16",4752119,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,40,Oily,Dry & Damaged,8,9,Dove,,,Hair feels soft and shiny post wash|SLS Free and Silicone Free|Made of natural good quality ingredients and ayurvedic preparation,Do not like smell
273275,"Aug 27, 2025, 16:16",4428578,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,41,Combination,Curly / Wavy hair|Dry & Damaged,9,9,Pilgrim,,,Made of natural good quality ingredients and ayurvedic preparation,No complaints- love the product!
272368,"Aug 25, 2025, 16:19",4744655,Navdha Shampoo,"Castor Blackseed Shampoo - 250g, Trileaf Rosemary Shampoo - 250g",59,Dry,Curly / Wavy hair|Normal,9,9,Loreal,,,Made of natural good quality ingredients and ayurvedic preparation |SLS Free and Silicone Free|Good smell and texture|Good foam,No complaints- love the product!
272202,"Aug 25, 2025, 16:19",262536,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,43,Dry,Curly / Wavy hair,9,9,Loreal,,,Made of natural good quality ingredients and ayurvedic preparation,No complaints- love the product!
267646,"Aug 22, 2025, 13:41",848929,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,40,Combination,Coloured|Normal|Dry & Damaged,10,9,Biotique,,,Made of natural good quality ingredients and ayurvedic preparation,No complaints- love the product!
255801,"Aug 12, 2025, 13:55",4495540,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,24,Normal,Curly / Wavy hair,10,9,Dove,,,Effectively solves my hair concerns,Do not like smell
254360,"Aug 12, 2025, 13:54",2706860,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g - Pack of 2,47,Oily,Curly / Wavy hair,10,9,Tresseme,,,Made of natural good quality ingredients and ayurvedic preparation,Dries out hair post wash
275496,"Aug 28, 2025, 17:17",4756511,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,62,Combination,Straight hair|Oily scalp,8,8,Biotique,,,Made of natural good quality ingredients and ayurvedic preparation,No complaints- love the product!
275451,"Aug 28, 2025, 17:17",2676492,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,43,Combination,Normal,10,8,Sebamed,,,Made of natural good quality ingredients and ayurvedic preparation |Hair feels soft and shiny post wash|SLS Free and Silicone Free|Does not dry out hair like other natural shampoos|Good smell and texture|Effectively solves my hair concerns,No complaints- love the product!
275079,"Aug 28, 2025, 17:17",1067501,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,37,Dry,"Oily scalp|Straight hair|Dandruff, dry strands",8,8,Home made,,,Made of natural good quality ingredients and ayurvedic preparation,Not effective for hair concern
273174,"Aug 27, 2025, 16:15",4756308,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,74,Dry,Dry scalp & Frizzy hair,9,8,Nat Habit is my first!,,,Good smell and texture,Scalp does not feel clean post wash
248272,"Aug 6, 2025, 12:34",3092020,Navdha Shampoo,Curry Cider Shampoo - 250g,45,Normal,Straight hair|Dry scalp & Frizzy hair,10,8,Loreal,,,Does not dry out hair like other natural shampoos,No complaints- love the product!
247973,"Aug 4, 2025, 17:05",770849,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,41,Combination,Normal,7,8,Amway's satinique and its also a very good shampoo.,,,Made of natural good quality ingredients and ayurvedic preparation |SLS Free and Silicone Free|Does not dry out hair like other natural shampoos,No complaints- love the product!
276494,"Aug 28, 2025, 17:18",319684,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,30,Dry,Dry scalp & Frizzy hair,7,7,Prolicious,,,Hair feels soft and shiny post wash,Scalp does not feel clean post wash
265613,"Aug 20, 2025, 16:41",4719382,Navdha Shampoo,Curry Cider Shampoo - 250g,45,Dry,Dry scalp & Frizzy hair,7,7,Tresseme,,,Made of natural good quality ingredients and ayurvedic preparation,No complaints- love the product!
273470,"Aug 27, 2025, 16:16",3569298,Navdha Shampoo,"Aloe Peanut Shampoo - 250g, Curry Cider Shampoo - 250g",52,Dry,Curly / Wavy hair|Dry & Damaged,8,6,Dove,,,SLS Free and Silicone Free|Made of natural good quality ingredients and ayurvedic preparation |Good foam,Dries out hair post wash|Causes increased hairfall|Not effective for hair concern
265171,"Aug 20, 2025, 16:41",4602586,Navdha Shampoo,"Five Oil Hibiscus Shampoo - 250g, Trileaf Rosemary Shampoo - 250g",45,Normal,Dry & Damaged,8,6,Loreal,,,Made of natural good quality ingredients and ayurvedic preparation,Causes increased hairfall
255966,"Aug 12, 2025, 13:55",3858599,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,33,Oily,Oily scalp,8,5,Traya,,,Made of natural good quality ingredients and ayurvedic preparation,Dries out hair post wash
254475,"Aug 12, 2025, 13:54",4694747,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,36,Normal,Curly / Wavy hair|Dry scalp & Frizzy hair,2,4,Biotique,,,,Do not like smell|Causes increased hairfall
276240,"Aug 28, 2025, 17:18",4751075,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,53,Normal,Coloured,1,3,Nat Habit is my first!,,,,Causes increased hairfall
274859,"Aug 28, 2025, 17:17",4762838,Navdha Shampoo,Trileaf Rosemary Shampoo - 250g,39,Oily,Oily scalp|Dry & Damaged,3,3,Biotique,,,,Scalp does not feel clean post wash|Not effective for hair concern
254303,"Aug 12, 2025, 13:53",4582644,Navdha Shampoo,Five Oil Hibiscus Shampoo - 250g,51,Normal,Dry scalp & Frizzy hair,1,3,Keratase,,,,Dries out hair post wash
251053,"Aug 8, 2025, 11:23",4661655,Nutri Conditioner,Five Oil Hibiscus Conditioner - 150g,56,Normal,Dry scalp & Frizzy hair|Dry & Damaged|Curly / Wavy hair,10,10,Any good,,,"Helps tame frizz and detangle hair easily|Hair feels soft and deeply conditioned post wash|Good texture & easy to spread|Good smell|SLS Free and Silicone Free|Made of natural proteins, butters & other ultra-moisturising good quality ingredients",No complaints- love the product!
251037,"Aug 8, 2025, 11:23",1684681,Nutri Conditioner,Castor Black Seed Conditioner - 150g,43,Normal,Straight hair|Dry scalp & Frizzy hair,10,10,Mamaearth,,,Hair feels soft and deeply conditioned post wash,Leaves hair feeling oily / sticky post-wash
249988,"Aug 7, 2025, 16:02",3883031,Nutri Conditioner,Five Oil Hibiscus Conditioner - 150g,33,Oily,Dry & Damaged|Oily scalp|Straight hair,10,10,Bonacure,,,"Hair feels soft and deeply conditioned post wash|Helps tame frizz and detangle hair easily|Made of natural proteins, butters & other ultra-moisturising good quality ingredients|SLS Free and Silicone Free|Good texture & easy to spread|Good smell",No complaints- love the product!
247979,"Aug 4, 2025, 17:05",4595963,Nutri Conditioner,Five Oil Hibiscus Conditioner - 150g,51,Sensitive,Curly / Wavy hair,10,10,Nat Habit is my first!,,,Helps tame frizz and detangle hair easily,Increased hair fall noticed post wash
267231,"Aug 21, 2025, 18:23",4383094,Nutri Conditioner,Trileaf Rosemary Conditioner - 150g,33,Oily,Curly / Wavy hair|Dry scalp & Frizzy hair,10,9,Loreal,,,Helps tame frizz and detangle hair easily,No complaints- love the product!
255001,"Aug 12, 2025, 13:54",2800232,Nutri Conditioner,Five Oil Hibiscus Conditioner - 150g,45,Sensitive,Straight hair,8,9,Loreal,,,"Hair feels soft and deeply conditioned post wash|Helps tame frizz and detangle hair easily|Made of natural proteins, butters & other ultra-moisturising good quality ingredients|SLS Free and Silicone Free|Good texture & easy to spread|Good smell",Consistency is too thin / watery
248469,"Aug 6, 2025, 12:35",4656313,Nutri Conditioner,Trileaf Rosemary Conditioner - 150g,62,Combination,Straight hair|Oily scalp,8,9,Biotique,,,"Made of natural proteins, butters & other ultra-moisturising good quality ingredients|SLS Free and Silicone Free|Good texture & easy to spread|Good smell|Hair feels soft and deeply conditioned post wash",No complaints- love the product!
247682,"Aug 4, 2025, 17:05",4578330,Nutri Conditioner,Trileaf Rosemary Conditioner - 150g,60,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair,8,7,Loreal,,,Helps tame frizz and detangle hair easily|SLS Free and Silicone Free|Good texture & easy to spread,Consistency is too thin / watery|Increased hair fall noticed post wash
275297,"Aug 28, 2025, 17:17",4531840,Nutri Conditioner,Aloe Peanut Conditioner - 150g,38,Sensitive,Dry scalp & Frizzy hair,3,5,Dove,,,Haven't used yet,Haven't used yet
248574,"Aug 6, 2025, 12:35",4654327,Nutri Conditioner,Five Oil Hibiscus Conditioner - 150g,36,Combination,Dry scalp & Frizzy hair|Coloured|Dry & Damaged|Curly / Wavy hair,7,5,SP,,,"Made of natural proteins, butters & other ultra-moisturising good quality ingredients|SLS Free and Silicone Free",Leaves hair frizzy and dry post-wash|Increased hair fall noticed post wash
265268,"Aug 20, 2025, 16:41",4726521,Nutri Conditioner,Five Oil Hibiscus Conditioner - 150g,30,Combination,Normal,3,3,Khadi Natural,,,,Increased hair fall noticed post wash
274807,"Aug 27, 2025, 16:17",4683250,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,60,Dry,Straight hair|Normal,10,10,Nat Habit is my first!,,,Post-wash hair feels smooth and soft,No complaints- love the product!
273282,"Aug 27, 2025, 16:16",4755393,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,35,Combination,Curly / Wavy hair,10,10,Nat Habit is my first!,,,Made of natural good quality ingredients|Easy to use & apply,Do not like smell |Post wash hair feels too dry or too oily
265520,"Aug 20, 2025, 16:41",4724381,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,54,Dry,Curly / Wavy hair,8,10,Didn't use,,,Effectively treats my my hair concerns|Good value for money|Easy to use & apply|Made of natural good quality ingredients,No complaints- love the product!
263949,"Aug 19, 2025, 12:24",4715570,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 2,41,Dry,Straight hair|Curly / Wavy hair,9,10,Nat Habit is my first!,,,Post-wash hair feels smooth and soft|Made of natural good quality ingredients|Easy to use & apply|Good value for money,No complaints- love the product!
251267,"Aug 8, 2025, 11:24",4294648,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,39,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair|Coloured|Dry & Damaged,10,10,Wella,,,Post-wash hair feels smooth and soft|Effectively treats my my hair concerns|Good value for money|Easy to use & apply,No complaints- love the product!
249486,"Aug 7, 2025, 16:02",4460771,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,43,Dry,Straight hair|Dry & Damaged|Dry scalp & Frizzy hair,8,10,Nat Habit is my first!,,,Effectively treats my my hair concerns|Easy to use & apply|Made of natural good quality ingredients|Good value for money,Post wash hair feels too dry or too oily|Quantitiy of product is less
247158,"Aug 4, 2025, 17:04",2018965,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,22,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair,10,10,BBLUNT,,,Made of natural good quality ingredients,Quantitiy of product is less
262150,"Aug 18, 2025, 18:42",4711954,Nutrimask,Crushed Tri-Leaf NutriMask - Pack of 2,45,Sensitive,Curly / Wavy hair|Coloured,9,9,Pilgrim,,,Post-wash hair feels smooth and soft|Made of natural good quality ingredients|Effectively treats my my hair concerns,Do not like smell |Quantitiy of product is less|Grainy texture causes itchiness first time
249184,"Aug 6, 2025, 12:35",2544563,Nutrimask,"Crushed Tri-Leaf NutriMask - Pack of 2, Shea Mustard NutriMask  - Pack of 2",35,Combination,Straight hair|Dry scalp & Frizzy hair,10,9,Schwarzkopf Professional,,,Made of natural good quality ingredients,Do not like smell |Post wash hair feels too dry or too oily
248367,"Aug 6, 2025, 12:34",3619817,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,40,Normal,Straight hair|Normal,9,9,Nat Habit is my first!,,,Made of natural good quality ingredients,Quantitiy of product is less
248093,"Aug 6, 2025, 12:34",3909679,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,40,Normal,Curly / Wavy hair|Dry scalp & Frizzy hair,9,9,Home made mask,,,Good value for money|Effectively treats my my hair concerns|Post-wash hair feels smooth and soft|Easy to use & apply|Made of natural good quality ingredients,No complaints- love the product!
273139,"Aug 27, 2025, 16:15",1059355,Nutrimask,"Five Oil Hibiscus NutriMask - Pack of 3, Curry Sesame NutriMask - Pack of 3, Crushed Tri-Leaf NutriMask - Pack of 3",44,Dry,Curly / Wavy hair,7,8,Foreign origin,,,Post-wash hair feels smooth and soft|Made of natural good quality ingredients|Easy to use & apply|Effectively treats my my hair concerns,Quantitiy of product is less|Causes increased hairfall
265436,"Aug 20, 2025, 16:41",4725210,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 2,41,Combination,Normal,8,8,Nat Habit is my first!,,,Post-wash hair feels smooth and soft,Quantitiy of product is less
265386,"Aug 20, 2025, 16:41",4424088,Nutrimask,Crushed Tri-Leaf NutriMask - Pack of 2,35,Sensitive,Normal,9,8,Nat Habit is my first!,,,Made of natural good quality ingredients,Post wash hair feels too dry or too oily
264409,"Aug 20, 2025, 16:40",2902489,Nutrimask,"Neem & Bhringraj NutriMask - Pack of 2, Five Oil Hibiscus NutriMask - Pack of 2",20,Sensitive,Curly / Wavy hair|Dry & Damaged|Dry scalp & Frizzy hair,9,8,Nat Habit is my first!,,,Post-wash hair feels smooth and soft|Made of natural good quality ingredients,Do not like pouch packaging
251102,"Aug 8, 2025, 11:23",4579393,Nutrimask,"Men's 8 Herbs Hair Revital NutriMask - Pack of 3, Five Oil Hibiscus NutriMask - Pack of 3",41,Dry,Dry & Damaged,10,8,Nat Habit is my first!,,,Made of natural good quality ingredients,Quantitiy of product is less
249964,"Aug 7, 2025, 16:02",4657926,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 2,23,Combination,Dry & Damaged,8,8,Nat Habit is my first!,,,Made of natural good quality ingredients,Quantitiy of product is less
276481,"Aug 28, 2025, 17:18",616263,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 2,58,Normal,Oily scalp,6,7,Nat Habit is my first!,,,Post-wash hair feels smooth and soft,Causes increased hairfall
275617,"Aug 28, 2025, 17:18",4534648,Nutrimask,Shea Mustard NutriMask  - Pack of 2,45,Dry,Curly / Wavy hair|Dry & Damaged,2,2,Nat Habit is my first!,,,,Do not like smell |Post wash hair feels too dry or too oily|Do not like texture|Quantitiy of product is less
254618,"Aug 12, 2025, 13:54",4568104,Nutrimask,Five Oil Hibiscus NutriMask - Pack of 3,24,Oily,Oily scalp,1,1,Nat Habit is my first!,,,,Causes increased hairfall
256742,"Aug 14, 2025, 16:03",4164151,Post-Henna Oil,Post-Henna Stain Boost Oil,36,Combination,Oily scalp|Coloured|Curly / Wavy hair,10,10,Shehnaaz,,,Darkens my henna colour|Like the smell|High purity- made of natural good quality ingredients,Low value for money
249363,"Aug 7, 2025, 16:02",1221415,Post-Henna Oil,Post-Henna Stain Boost Oil,63,Normal,Curly / Wavy hair|Normal,8,10,Garniar,,,Like the smell|Gives good conditioning|Texture is lightweight and non-sticky,No complaints- love the product!
248664,"Aug 6, 2025, 12:35",1060301,Post-Henna Oil,Post-Henna Stain Boost Oil,51,Oily,Curly / Wavy hair|Dry scalp & Frizzy hair|Dry & Damaged,10,10,Nat Habit is my first!,,,Darkens my henna colour,No complaints- love the product!
250329,"Aug 7, 2025, 16:03",4633184,Post-Henna Oil,Post-Henna Stain Boost Oil,45,Sensitive,Straight hair,10,9,Indus Valley,,,Gives good conditioning,No complaints- love the product!
248318,"Aug 6, 2025, 12:34",1420761,Post-Henna Oil,Post-Henna Stain Boost Oil,61,Normal,Dry scalp & Frizzy hair,9,9,Nat Habit is my first!,,,Darkens my henna colour,Does not give expected colour to hair
245121,"Aug 1, 2025, 13:44",4628508,Post-Henna Oil,Post-Henna Stain Boost Oil,50,Dry,Dry & Damaged,9,8,Godrej Nupur,,,Like the smell|Texture is lightweight and non-sticky,Does not give expected colour to hair
249243,"Aug 7, 2025, 16:01",3133643,Post-Henna Oil,Post-Henna Stain Boost Oil,40,Combination,Curly / Wavy hair,1,1,Nat Habit is my first!,,,,Does not give expected colour to hair
254600,"Aug 12, 2025, 13:54",4294544,Pure Baby Oil,Pure Olive Baby Oil  - 200 ml,31,Dry,Dry scalp & Frizzy hair|Straight hair,10,10,Figaro baby,,,Is effective and gives good results|High purity- free of liquid paraffin and mineral oils|Suits baby's skin & safe to apply,No complaints- love the product!
267950,"Aug 22, 2025, 13:42",4214035,Pure Baby Oil,Pure Almond Baby Oil - 100 ml,28,Oily,Straight hair,9,8,Nat Habit is my first!,,,Suits baby's skin & safe to apply,No complaints- love the product!
260597,"Aug 16, 2025, 12:45",327897,Pure Netraa,Netraa Cream - UnderEye Vit-E Cream,35,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair|Coloured,10,10,Nat Habit is my first!,,,Made of natural good quality ingredients|Effective for dark circles|Easy to apply,No complaints- love the product!
252278,"Aug 10, 2025, 10:46",4626619,Pure Netraa,Netraa Cream - UnderEye Vit-E Cream,35,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair|Dry & Damaged,10,10,Nat Habit is my first!,,,Effective for dark circles|Made of natural good quality ingredients,No complaints- love the product!
244894,"Aug 1, 2025, 13:43",4543772,Pure Netraa,Netraa Cream - UnderEye Vit-E Cream,45,Dry,Oily scalp,10,10,Nat Habit is my first!,,,Effective for dark circles,No complaints- love the product!
269777,"Aug 24, 2025, 12:35",727125,Pure Netraa,Netraa - Under Eye Roll On Serum,42,Normal,Curly / Wavy hair,8,9,Nat Habit is my first!,,,Good value for money,Causes eyes to water post-use
250933,"Aug 8, 2025, 11:23",4664162,Pure Netraa,Netraa Cream - UnderEye Vit-E Cream,26,Sensitive,Straight hair|Dry & Damaged,9,7,Nat Habit is my first!,,,Easy to apply,"Haven't been showing the results yet, lets see!"
275446,"Aug 28, 2025, 17:17",2338573,Soap,"Turmeric Oats Soap - Pack of 2, Milk Rosehip Soap - Pack of 2",45,Dry,Curly / Wavy hair,10,10,"Medimix, Mysore Sandal",,,Made of pure oils and good quality natural ingredients|Skin does not dry out post wash|Good smell|Leaves skin feeling refreshed post-wash,No complaints- love the product!
273331,"Aug 27, 2025, 16:16",3319417,Soap,Orange Soap - Single Pack,26,Combination,Curly / Wavy hair|Dry scalp & Frizzy hair,10,10,Dove,,,Skin does not dry out post wash|Made of pure oils and good quality natural ingredients,Should have more variants
273269,"Aug 27, 2025, 16:16",4262502,Soap,"Orange Soap - Pack of 2, Sandalwood Soap - Pack of 2",30,Combination,Straight hair,10,10,Santoor,,,Leaves skin feeling refreshed post-wash|Good value for money,No complaints- love the product!
265109,"Aug 20, 2025, 16:41",2670016,Soap,Tomato Basil - Pack of 2,48,Sensitive,Normal,10,10,Dove,,,Skin does not dry out post wash,No complaints- love the product!
263458,"Aug 19, 2025, 12:23",2833641,Soap,"Orange Soap - Pack of 2, Tomato Basil - Pack of 2",29,Sensitive,Dry & Damaged,10,10,Was using body wash,,,Made of pure oils and good quality natural ingredients|Good value for money|Skin does not dry out post wash|Good smell,Product is expensive
263455,"Aug 19, 2025, 12:23",3052234,Soap,"Orange Soap - Single Pack, Sandalwood Soap - Single Pack",31,Combination,Curly / Wavy hair,9,10,Dove,,,Leaves skin feeling refreshed post-wash|Skin does not dry out post wash|Made of pure oils and good quality natural ingredients|Good value for money|Good smell,No complaints- love the product!|Product is expensive
258334,"Aug 15, 2025, 17:29",4707206,Soap,Neem Basil Soap - Pack of 2,40,Normal,Straight hair,10,10,Vaadi,,,Leaves skin feeling refreshed post-wash|Made of pure oils and good quality natural ingredients,Product is expensive
249083,"Aug 6, 2025, 12:35",4639320,Soap,"Charcoal Soap - Single Pack, Neem Basil Soap - Pack of 2",49,Combination,Oily scalp,10,10,Was using body wash,,,Good value for money|Good smell|Leaves skin feeling refreshed post-wash|Made of pure oils and good quality natural ingredients,Product is expensive
248325,"Aug 6, 2025, 12:34",2825775,Soap,"Milk Rosehip Soap - Single Pack, Sandalwood Soap - Pack of 2",30,Combination,Straight hair|Oily scalp,10,10,Was using body wash,,,Skin does not dry out post wash|Made of pure oils and good quality natural ingredients|Good smell|Leaves skin feeling refreshed post-wash,Product is expensive
247039,"Aug 4, 2025, 17:04",3226476,Soap,"Turmeric Oats Soap - Pack of 2, Sandalwood Soap - Pack of 2, Charcoal Soap - Pack of 2, Apricot Soap - Pack of 2",34,Oily,Coloured|Oily scalp|Curly / Wavy hair,10,10,Aayurbedic,,,Made of pure oils and good quality natural ingredients|Skin does not dry out post wash|Good smell|Leaves skin feeling refreshed post-wash,No complaints- love the product!
266393,"Aug 21, 2025, 18:22",1796701,Soap,Tomato Basil - Pack of 2,46,Normal,Oily scalp,9,9,Other handmade soaps and body wash,,,Skin does not dry out post wash|Good value for money,No complaints- love the product!|Soaps can be of rounded edges to ease grip
255591,"Aug 12, 2025, 13:55",4681403,Soap,Sandalwood Soap - Single Pack,58,Oily,Straight hair,9,9,Fiama,,,Skin does not dry out post wash|Good smell|Made of pure oils and good quality natural ingredients|Leaves skin feeling refreshed post-wash,Product finishes too quickly|Product is expensive
250959,"Aug 8, 2025, 11:23",4452358,Soap,"Orange Soap - Single Pack, Apricot Soap - Single Pack",27,Sensitive,Dry & Damaged|Straight hair,9,9,Santoor,,,Made of pure oils and good quality natural ingredients|Skin does not dry out post wash|Leaves skin feeling refreshed post-wash,Product finishes too quickly
248090,"Aug 6, 2025, 12:34",240504,Soap,Neem Basil Soap - Pack of 2,60,Combination,Straight hair|Dry & Damaged,9,9,Nat Habit is my first!,,,Leaves skin feeling refreshed post-wash,No complaints- love the product!
245773,"Aug 2, 2025, 15:04",2572813,Soap,Charcoal Soap - Pack of 2,50,Normal,Straight hair|Normal,9,9,Dove,,,Good smell|Skin does not dry out post wash,Product is expensive
274154,"Aug 27, 2025, 16:16",4149777,Soap,"Sandalwood Soap - Single Pack, Milk Rosehip Soap - Single Pack",45,Sensitive,Dry & Damaged,10,8,Was using body wash,,,Made of pure oils and good quality natural ingredients,I haven’t used it myself so shouldn’t really comment
